"Date","Price","Open","High","Low","Vol.","Change %"
"01/08/2012","12,422.06","12,359.31","12,514.69","12,311.79","683.39M","0.50%"
"01/01/2012","12,359.92","12,221.19","12,479.65","12,221.19","587.24M","1.17%"
"12/25/2011","12,217.56","12,293.47","12,328.47","12,140.17","361.27M","-0.62%"
"12/18/2011","12,294.00","11,866.54","12,297.44","11,735.19","695.63M","3.60%"
"12/11/2011","11,866.39","12,181.08","12,181.38","11,786.47","1.01B","-2.61%"
"12/04/2011","12,184.26","12,021.54","12,257.67","11,966.22","788.31M","1.37%"
"11/27/2011","12,019.42","11,232.47","12,146.68","11,232.16","942.50M","7.01%"
"11/20/2011","11,231.78","11,795.55","11,795.70","11,231.56","559.22M","-4.78%"
"11/13/2011","11,796.16","12,153.00","12,170.56","11,676.35","782.01M","-2.94%"
"11/06/2011","12,153.68","11,983.02","12,187.51","11,736.93","750.25M","1.42%"
"10/30/2011","11,983.24","12,229.22","12,229.29","11,630.03","842.55M","-2.03%"
"10/23/2011","12,231.11","11,807.96","12,284.31","11,682.52","922.31M","3.58%"
"10/16/2011","11,808.79","11,643.35","11,812.46","11,296.12","941.45M","1.41%"
"10/09/2011","11,644.49","11,104.56","11,646.83","11,104.56","743.33M","4.88%"
"10/02/2011","11,103.12","10,912.10","11,232.05","10,404.49","1.11B","1.74%"
"09/25/2011","10,913.38","10,771.78","11,369.30","10,771.78","1.02B","1.32%"
"09/18/2011","10,771.48","11,506.67","11,550.22","10,597.14","1.07B","-6.41%"
"09/11/2011","11,509.09","10,990.01","11,532.47","10,824.76","1.18B","4.70%"
"09/04/2011","10,992.13","11,237.31","11,477.30","10,932.53","784.95M","-2.21%"
"08/28/2011","11,240.26","11,286.65","11,716.84","11,211.35","942.14M","-0.39%"
"08/21/2011","11,284.54","10,820.37","11,406.39","10,820.37","1.20B","4.32%"
"08/14/2011","10,817.65","11,269.85","11,529.67","10,801.41","1.19B","-4.01%"
"08/07/2011","11,269.02","11,433.93","11,434.09","10,604.07","1.93B","-1.53%"
"07/31/2011","11,444.61","12,144.22","12,282.42","11,139.00","1.30B","-5.75%"
"07/24/2011","12,143.24","12,679.72","12,679.95","12,083.45","836.29M","-4.24%"
"07/17/2011","12,681.16","12,475.11","12,751.43","12,296.23","782.01M","1.61%"
"07/10/2011","12,479.73","12,655.62","12,655.84","12,406.09","792.08M","-1.40%"
"07/03/2011","12,657.20","12,583.00","12,753.89","12,539.21","540.21M","0.59%"
"06/26/2011","12,582.77","11,934.66","12,596.13","11,934.05","793.54M","5.43%"
"06/19/2011","11,934.58","12,004.28","12,217.33","11,874.94","886.57M","-0.58%"
"06/12/2011","12,004.36","11,945.33","12,120.80","11,862.53","1.03B","0.44%"
"06/05/2011","11,951.91","12,151.19","12,183.12","11,937.42","814.08M","-1.64%"
"05/29/2011","12,151.26","12,443.40","12,574.29","12,104.03","705.42M","-2.33%"
"05/22/2011","12,441.58","12,511.36","12,511.36","12,309.52","717.48M","-0.56%"
"05/15/2011","12,512.04","12,594.77","12,642.90","12,378.84","893.71M","-0.66%"
"05/08/2011","12,595.75","12,637.83","12,781.06","12,537.17","877.06M","-0.34%"
"05/01/2011","12,638.74","12,810.16","12,876.00","12,521.28","881.46M","-1.34%"
"04/24/2011","12,810.54","12,505.99","12,832.83","12,446.05","1.00B","2.44%"
"04/17/2011","12,505.99","12,339.71","12,506.06","12,093.89","710.63M","1.33%"
"04/10/2011","12,341.83","12,380.43","12,444.00","12,163.86","741.54M","-0.31%"
"04/03/2011","12,380.05","12,374.60","12,450.93","12,320.72","720.76M","0.03%"
"03/27/2011","12,376.72","12,221.19","12,419.71","12,173.51","726.18M","1.28%"
"03/20/2011","12,220.59","11,860.11","12,259.79","11,860.11","654.39M","3.05%"
"03/13/2011","11,858.52","12,042.13","12,042.13","11,555.48","1.18B","-1.54%"
"03/06/2011","12,044.40","12,171.09","12,257.82","11,936.32","787.49M","-1.03%"
"02/27/2011","12,169.88","12,130.45","12,283.10","12,018.63","854.61M","0.33%"
"02/20/2011","12,130.45","12,389.74","12,389.82","11,983.17","753.75M","-2.10%"
"02/13/2011","12,391.25","12,266.83","12,391.29","12,193.27","796.11M","0.96%"
"02/06/2011","12,273.26","12,092.38","12,285.94","12,092.30","881.24M","1.50%"
"01/30/2011","12,092.15","11,824.39","12,092.42","11,817.88","796.40M","2.27%"
"01/23/2011","11,823.70","11,873.43","12,020.52","11,803.04","926.23M","-0.41%"
"01/16/2011","11,871.84","11,783.82","11,905.48","11,744.77","799.92M","0.72%"
"01/09/2011","11,787.38","11,672.34","11,794.15","11,573.87","815.17M","0.96%"
"01/02/2011","11,674.76","11,577.43","11,742.68","11,577.35","933.84M","0.84%"
"12/26/2010","11,577.51","11,572.81","11,625.00","11,518.44","438.87M","0.03%"
"12/19/2010","11,573.49","11,491.30","11,580.84","11,442.68","467.66M","0.71%"
"12/12/2010","11,491.91","11,406.16","11,519.04","11,405.33","1.01B","0.72%"
"12/05/2010","11,410.32","11,381.33","11,450.89","11,327.49","770.67M","0.25%"
"11/28/2010","11,382.09","11,083.75","11,388.87","10,929.28","949.34M","2.62%"
"11/21/2010","11,092.00","11,201.66","11,206.05","10,992.17","552.35M","-1.00%"
"11/14/2010","11,203.55","11,194.02","11,280.90","10,978.93","961.65M","0.10%"
"11/07/2010","11,192.58","11,439.54","11,439.61","11,143.84","984.38M","-2.20%"
"10/31/2010","11,444.08","11,120.30","11,451.53","11,062.33","924.45M","2.93%"
"10/24/2010","11,118.49","11,133.40","11,247.60","11,020.82","840.14M","-0.13%"
"10/17/2010","11,132.56","11,062.63","11,213.54","10,917.62","940.71M","0.63%"
"10/10/2010","11,062.78","11,006.93","11,155.23","10,913.84","1.01B","0.51%"
"10/03/2010","11,006.48","10,828.85","11,032.17","10,711.12","834.25M","1.63%"
"09/26/2010","10,829.68","10,860.03","10,948.88","10,728.64","846.28M","-0.28%"
"09/19/2010","10,860.26","10,608.08","10,865.78","10,608.08","848.55M","2.38%"
"09/12/2010","10,607.85","10,458.60","10,650.16","10,458.60","1.09B","1.39%"
"09/05/2010","10,462.77","10,446.80","10,476.62","10,332.40","619.70M","0.14%"
"08/29/2010","10,447.93","10,145.58","10,451.15","9,941.84","930.15M","2.93%"
"08/22/2010","10,150.65","10,215.51","10,304.70","9,936.62","964.63M","-0.62%"
"08/15/2010","10,213.62","10,303.07","10,480.44","10,147.24","984.82M","-0.87%"
"08/08/2010","10,303.15","10,654.62","10,719.94","10,268.71","961.80M","-3.29%"
"08/01/2010","10,653.56","10,468.82","10,702.99","10,468.59","800.37M","1.79%"
"07/25/2010","10,465.94","10,424.17","10,584.99","10,347.50","931.71M","0.40%"
"07/18/2010","10,424.62","10,098.12","10,441.95","10,007.76","977.49M","3.24%"
"07/11/2010","10,097.90","10,199.24","10,407.82","10,079.58","1.06B","-0.98%"
"07/04/2010","10,198.03","9,689.21","10,201.77","9,659.01","763.31M","5.28%"
"06/27/2010","9,686.48","10,143.05","10,201.93","9,614.32","1.15B","-4.51%"
"06/20/2010","10,143.81","10,452.46","10,594.16","10,081.08","1.21B","-2.94%"
"06/13/2010","10,450.64","10,211.83","10,483.44","10,186.21","1.07B","2.35%"
"06/06/2010","10,211.07","9,931.75","10,215.98","9,757.55","1.11B","2.81%"
"05/30/2010","9,931.97","10,133.94","10,315.21","9,889.88","856.21M","-2.02%"
"05/23/2010","10,136.63","10,193.46","10,264.20","9,774.48","1.35B","-0.56%"
"05/16/2010","10,193.39","10,616.98","10,718.86","9,918.82","1.53B","-4.02%"
"05/09/2010","10,620.16","10,386.18","10,920.27","10,386.03","1.19B","2.31%"
"05/02/2010","10,380.43","11,009.60","11,177.67","9,869.62","1.53B","-5.71%"
"04/25/2010","11,008.61","11,205.11","11,258.01","10,965.38","1.14B","-1.75%"
"04/18/2010","11,204.28","11,018.36","11,205.64","10,977.85","1.00B","1.68%"
"04/11/2010","11,018.66","10,996.75","11,154.55","10,947.77","1.14B","0.19%"
"04/04/2010","10,997.35","10,927.45","11,000.98","10,844.09","796.00M","0.64%"
"03/28/2010","10,927.07","10,849.23","10,956.39","10,832.83","642.09M","0.71%"
"03/21/2010","10,850.36","10,741.00","10,955.48","10,695.13","917.73M","1.01%"
"03/14/2010","10,741.98","10,623.41","10,819.90","10,570.51","1.17B","1.10%"
"03/07/2010","10,624.69","10,563.78","10,644.95","10,507.17","894.34M","0.55%"
"02/28/2010","10,566.20","10,326.10","10,571.94","10,326.10","924.22M","2.33%"
"02/21/2010","10,325.26","10,402.43","10,433.64","10,185.83","1.06B","-0.74%"
"02/14/2010","10,402.35","10,100.81","10,438.55","10,100.81","855.23M","3.00%"
"02/07/2010","10,099.14","10,005.43","10,161.57","9,904.09","1.12B","0.87%"
"01/31/2010","10,012.23","10,068.99","10,314.84","9,835.09","1.25B","-0.55%"
"01/24/2010","10,067.33","10,175.10","10,285.13","10,043.75","1.25B","-1.04%"
"01/17/2010","10,172.98","10,608.37","10,729.89","10,157.64","1.02B","-4.12%"
"01/10/2010","10,609.65","10,620.31","10,723.77","10,561.06","1.17B","-0.08%"
"01/03/2010","10,618.19","10,430.69","10,619.40","10,430.69","944.47M","1.82%"
"12/27/2009","10,428.05","10,517.91","10,580.33","10,423.13","443.00M","-0.87%"
"12/20/2009","10,520.10","10,330.10","10,522.06","10,329.80","464.67M","1.85%"
"12/13/2009","10,328.89","10,471.28","10,514.66","10,263.90","1.23B","-1.36%"
"12/06/2009","10,471.50","10,386.86","10,484.05","10,235.63","982.83M","0.80%"
"11/29/2009","10,388.90","10,309.77","10,516.70","10,263.29","1.28B","0.77%"
"11/22/2009","10,309.92","10,320.13","10,495.61","10,231.25","606.47M","-0.08%"
"11/15/2009","10,318.16","10,267.53","10,438.17","10,256.11","953.90M","0.46%"
"11/08/2009","10,270.47","10,020.62","10,341.97","10,020.62","939.43M","2.46%"
"11/01/2009","10,023.42","9,712.13","10,044.50","9,678.95","1.09B","3.20%"
"10/25/2009","9,712.73","9,972.33","10,072.32","9,684.54","1.34B","-2.60%"
"10/18/2009","9,972.18","9,996.67","10,119.47","9,916.78","1.19B","-0.24%"
"10/11/2009","9,995.91","9,865.24","10,062.94","9,815.06","1.22B","1.33%"
"10/04/2009","9,864.94","9,488.73","9,865.01","9,481.09","918.22M","3.98%"
"09/27/2009","9,487.67","9,663.23","9,834.48","9,430.08","1.07B","-1.84%"
"09/20/2009","9,665.19","9,818.61","9,917.99","9,641.01","992.03M","-1.58%"
"09/13/2009","9,820.20","9,598.08","9,854.58","9,535.96","1.31B","2.24%"
"09/06/2009","9,605.41","9,440.13","9,649.85","9,439.98","824.09M","1.74%"
"08/30/2009","9,441.27","9,542.91","9,557.95","9,252.93","965.64M","-1.08%"
"08/23/2009","9,544.20","9,506.18","9,630.20","9,459.40","888.89M","0.40%"
"08/16/2009","9,505.96","9,313.85","9,519.11","9,116.52","987.80M","1.98%"
"08/09/2009","9,321.40","9,368.41","9,424.11","9,216.88","848.56M","-0.52%"
"08/02/2009","9,370.07","9,173.65","9,437.71","9,173.65","1.12B","2.16%"
"07/26/2009","9,171.61","9,093.09","9,246.43","9,007.47","1.06B","0.86%"
"07/19/2009","9,093.24","8,746.05","9,100.88","8,745.90","1.12B","3.99%"
"07/12/2009","8,743.94","8,146.82","8,754.29","8,130.42","1.27B","7.33%"
"07/05/2009","8,146.52","8,279.30","8,327.97","8,087.19","1.11B","-1.62%"
"06/28/2009","8,280.74","8,440.13","8,580.47","8,280.74","792.22M","-1.87%"
"06/21/2009","8,438.39","8,538.52","8,538.83","8,259.43","1.25B","-1.19%"
"06/14/2009","8,539.73","8,798.50","8,798.50","8,461.29","1.46B","-2.95%"
"06/07/2009","8,799.26","8,759.35","8,877.93","8,633.07","1.01B","0.41%"
"05/31/2009","8,763.13","8,501.53","8,839.40","8,501.29","1.36B","3.09%"
"05/24/2009","8,500.33","8,275.33","8,522.95","8,226.90","1.25B","2.69%"
"05/17/2009","8,277.32","8,270.15","8,591.93","8,221.01","1.58B","0.10%"
"05/10/2009","8,268.64","8,569.23","8,569.23","8,230.17","1.64B","-3.57%"
"05/03/2009","8,574.65","8,213.60","8,587.55","8,213.60","2.03B","4.41%"
"04/26/2009","8,212.41","8,073.82","8,307.51","7,938.98","1.44B","1.69%"
"04/19/2009","8,076.29","8,128.94","8,128.94","7,791.95","1.99B","-0.68%"
"04/12/2009","8,131.33","8,082.02","8,190.66","7,870.48","2.25B","0.59%"
"04/05/2009","8,083.38","8,016.16","8,087.28","7,750.85","1.24B","0.82%"
"03/29/2009","8,017.59","7,773.31","8,075.73","7,437.59","1.90B","3.10%"
"03/22/2009","7,776.18","7,279.25","7,931.33","7,278.78","2.07B","6.84%"
"03/15/2009","7,278.38","7,225.33","7,571.64","7,172.05","2.80B","0.75%"
"03/08/2009","7,223.98","6,625.74","7,242.62","6,516.86","2.50B","9.01%"
"03/01/2009","6,626.94","7,056.48","7,058.95","6,469.95","2.41B","-6.17%"
"02/22/2009","7,062.93","7,365.99","7,441.02","7,033.62","2.31B","-4.11%"
"02/15/2009","7,365.67","7,845.63","7,845.63","7,249.47","1.49B","-6.17%"
"02/08/2009","7,850.41","8,281.38","8,315.07","7,693.98","1.59B","-5.20%"
"02/01/2009","8,280.59","8,000.62","8,312.37","7,845.31","1.74B","3.50%"
"01/25/2009","8,000.86","8,078.04","8,405.87","7,961.92","1.47B","-0.95%"
"01/18/2009","8,077.56","8,279.63","8,291.98","7,909.03","1.62B","-2.46%"
"01/11/2009","8,281.22","8,599.26","8,602.60","7,995.13","1.81B","-3.70%"
"01/04/2009","8,599.18","9,027.13","9,088.06","8,576.96","1.15B","-4.82%"
"12/28/2008","9,034.69","8,515.87","9,065.28","8,364.06","756.76M","6.10%"
"12/21/2008","8,515.55","8,573.37","8,604.12","8,372.02","539.43M","-0.74%"
"12/14/2008","8,579.11","8,628.81","8,961.26","8,469.03","1.63B","-0.59%"
"12/07/2008","8,629.68","8,637.65","9,026.41","8,347.81","1.44B","-0.07%"
"11/30/2008","8,635.42","8,826.89","8,827.05","8,118.50","1.55B","-2.19%"
"11/23/2008","8,829.04","8,048.09","8,831.35","8,048.09","1.31B","9.73%"
"11/16/2008","8,046.42","8,494.84","8,571.30","7,449.38","2.09B","-5.31%"
"11/09/2008","8,497.31","8,946.60","9,159.58","7,965.42","1.57B","-4.99%"
"11/02/2008","8,943.81","9,326.04","9,653.95","8,637.17","1.29B","-4.09%"
"10/26/2008","9,325.01","8,375.92","9,454.36","8,143.59","1.55B","11.29%"
"10/19/2008","8,378.95","8,852.30","9,284.55","8,187.48","1.50B","-5.35%"
"10/12/2008","8,852.22","8,462.42","9,794.37","8,197.67","1.97B","4.75%"
"10/05/2008","8,451.19","10,322.52","10,322.76","7,882.51","2.34B","-18.15%"
"09/28/2008","10,325.38","11,139.62","11,139.94","10,310.25","1.66B","-7.34%"
"09/21/2008","11,143.13","11,394.42","11,394.58","10,753.57","1.05B","-2.15%"
"09/14/2008","11,388.44","11,416.37","11,483.05","10,459.44","2.53B","-0.29%"
"09/07/2008","11,421.99","11,224.87","11,577.50","11,098.67","1.23B","1.79%"
"08/31/2008","11,220.96","11,545.63","11,790.17","11,037.85","778.84M","-2.79%"
"08/24/2008","11,543.55","11,626.19","11,715.18","11,340.41","705.06M","-0.73%"
"08/17/2008","11,628.06","11,659.65","11,690.43","11,290.58","741.56M","-0.27%"
"08/10/2008","11,659.90","11,729.67","11,867.11","11,450.89","914.16M","-0.63%"
"08/03/2008","11,734.32","11,326.32","11,759.96","11,221.53","1.03B","3.60%"
"07/27/2008","11,326.32","11,369.47","11,586.62","11,125.13","1.02B","-0.39%"
"07/20/2008","11,370.69","11,495.02","11,698.17","11,325.10","1.18B","-1.09%"
"07/13/2008","11,496.57","11,103.64","11,510.82","10,827.71","1.56B","3.57%"
"07/06/2008","11,100.54","11,289.19","11,418.24","10,977.68","1.27B","-1.67%"
"06/29/2008","11,288.54","11,345.70","11,437.30","11,157.21","961.25M","-0.51%"
"06/22/2008","11,346.51","11,843.83","11,924.19","11,297.99","1.29B","-4.19%"
"06/15/2008","11,842.69","12,306.86","12,322.82","11,818.83","1.27B","-3.78%"
"06/08/2008","12,307.35","12,210.13","12,369.23","12,076.93","1.26B","0.80%"
"06/01/2008","12,209.81","12,637.67","12,638.08","12,192.06","1.21B","-3.39%"
"05/25/2008","12,638.32","12,479.63","12,726.66","12,442.59","831.86M","1.27%"
"05/18/2008","12,479.63","12,985.41","13,136.69","12,460.09","1.13B","-3.91%"
"05/11/2008","12,986.80","12,745.55","13,001.94","12,740.50","1.11B","1.89%"
"05/04/2008","12,745.88","13,056.57","13,058.45","12,715.02","1.01B","-2.39%"
"04/27/2008","13,058.20","12,890.72","13,132.46","12,793.10","1.15B","1.29%"
"04/20/2008","12,891.86","12,850.91","12,942.26","12,656.56","1.14B","0.33%"
"04/13/2008","12,849.36","12,324.77","12,893.98","12,269.81","1.22B","4.25%"
"04/06/2008","12,325.42","12,612.59","12,733.66","12,302.06","1.10B","-2.25%"
"03/30/2008","12,609.42","12,215.92","12,696.29","12,176.11","1.17B","3.22%"
"03/23/2008","12,216.40","12,361.97","12,622.07","12,196.87","1.18B","-1.17%"
"03/16/2008","12,361.32","11,946.45","12,461.53","11,756.60","1.58B","3.43%"
"03/09/2008","11,951.09","11,893.04","12,303.35","11,731.60","1.69B","0.48%"
"03/02/2008","11,893.69","12,264.36","12,349.67","11,819.69","1.50B","-3.04%"
"02/24/2008","12,266.39","12,380.77","12,756.56","12,223.57","1.44B","-0.93%"
"02/17/2008","12,381.02","12,349.59","12,505.25","12,155.26","1.16B","0.27%"
"02/10/2008","12,348.21","12,181.89","12,573.13","12,069.47","1.28B","1.36%"
"02/03/2008","12,182.13","12,743.11","12,749.78","12,103.37","1.46B","-4.40%"
"01/27/2008","12,743.19","12,205.71","12,767.74","12,112.14","1.67B","4.39%"
"01/20/2008","12,207.17","12,092.72","12,486.89","11,634.82","1.82B","0.89%"
"01/13/2008","12,099.30","12,613.78","12,794.57","12,022.48","2.01B","-4.02%"
"01/06/2008","12,606.30","12,801.15","12,931.29","12,501.76","1.59B","-1.51%"
"12/30/2007","12,800.18","13,364.16","13,364.73","12,789.04","911.65M","-4.23%"
"12/23/2007","13,365.87","13,450.73","13,563.48","13,298.15","497.51M","-0.63%"
"12/16/2007","13,450.65","13,339.20","13,473.98","13,092.00","1.32B","0.83%"
"12/09/2007","13,339.85","13,623.55","13,780.11","13,321.64","1.28B","-2.10%"
"12/02/2007","13,625.58","13,368.22","13,668.10","13,237.59","1.05B","1.90%"
"11/25/2007","13,371.72","12,979.99","13,466.99","12,724.09","1.39B","3.01%"
"11/18/2007","12,980.88","13,176.30","13,176.30","12,786.03","1.02B","-1.49%"
"11/11/2007","13,176.79","13,039.16","13,367.17","12,975.11","1.42B","1.03%"
"11/04/2007","13,042.74","13,592.58","13,669.72","13,017.30","1.55B","-4.06%"
"10/28/2007","13,595.10","13,807.35","13,962.53","13,446.02","1.29B","-1.53%"
"10/21/2007","13,806.70","13,521.62","13,811.25","13,407.49","1.28B","2.11%"
"10/14/2007","13,522.02","14,092.43","14,118.52","13,511.94","1.30B","-4.05%"
"10/07/2007","14,093.08","14,065.36","14,198.10","13,950.25","870.27M","0.19%"
"09/30/2007","14,066.01","13,895.71","14,124.54","13,893.51","880.76M","1.23%"
"09/23/2007","13,895.63","13,821.57","13,924.81","13,696.31","1.02B","0.55%"
"09/16/2007","13,820.19","13,441.95","13,877.17","13,362.37","1.34B","2.81%"
"09/09/2007","13,442.52","13,116.39","13,469.27","13,021.93","1.03B","2.51%"
"09/02/2007","13,113.38","13,358.39","13,494.06","13,082.17","936.01M","-1.83%"
"08/26/2007","13,357.74","13,377.16","13,428.95","13,034.78","1.04B","-0.16%"
"08/19/2007","13,378.87","13,078.51","13,381.47","12,982.75","1.03B","2.29%"
"08/12/2007","13,079.08","13,238.24","13,338.15","12,517.94","1.64B","-1.21%"
"08/05/2007","13,239.54","13,183.13","13,695.82","13,057.86","1.57B","0.44%"
"07/29/2007","13,181.91","13,266.21","13,503.33","13,132.65","1.54B","-0.63%"
"07/22/2007","13,265.47","13,851.73","13,973.99","13,265.47","1.57B","-4.23%"
"07/15/2007","13,851.08","13,907.09","14,021.95","13,797.67","1.44B","-0.40%"
"07/08/2007","13,907.25","13,612.66","13,932.29","13,474.79","1.22B","2.17%"
"07/01/2007","13,611.68","13,409.60","13,633.63","13,409.52","672.87M","1.51%"
"06/24/2007","13,408.62","13,360.09","13,524.54","13,259.86","1.21B","0.36%"
"06/17/2007","13,360.26","13,639.00","13,674.36","13,359.69","1.30B","-2.05%"
"06/10/2007","13,639.48","13,423.74","13,688.66","13,287.62","1.32B","1.60%"
"06/03/2007","13,424.39","13,667.21","13,690.38","13,251.53","1.18B","-1.78%"
"05/27/2007","13,668.11","13,507.28","13,692.00","13,456.73","886.70M","1.19%"
"05/20/2007","13,507.28","13,556.53","13,624.55","13,423.90","1.05B","-0.36%"
"05/13/2007","13,556.53","13,325.81","13,558.48","13,297.04","1.18B","1.73%"
"05/06/2007","13,326.22","13,264.13","13,369.29","13,210.90","1.10B","0.46%"
"04/29/2007","13,264.62","13,120.21","13,284.53","13,041.30","1.25B","1.10%"
"04/22/2007","13,120.94","12,961.49","13,148.00","12,901.68","1.23B","1.23%"
"04/15/2007","12,961.98","12,611.64","12,966.29","12,611.31","1.42B","2.77%"
"04/08/2007","12,612.13","12,562.64","12,615.38","12,428.22","1.09B","0.41%"
"04/01/2007","12,560.20","12,354.52","12,572.47","12,324.28","804.96M","1.67%"
"03/25/2007","12,354.35","12,480.37","12,486.78","12,242.60","1.10B","-1.01%"
"03/18/2007","12,481.01","12,110.41","12,511.05","12,110.41","1.09B","3.06%"
"03/11/2007","12,110.41","12,275.68","12,349.95","11,939.61","1.49B","-1.35%"
"03/04/2007","12,276.32","12,111.61","12,330.88","12,039.11","1.27B","1.34%"
"02/25/2007","12,114.10","12,647.88","12,697.23","12,059.54","1.72B","-4.22%"
"02/18/2007","12,647.48","12,766.85","12,795.93","12,628.02","841.52M","-0.94%"
"02/11/2007","12,767.57","12,580.11","12,779.03","12,536.21","1.02B","1.48%"
"02/04/2007","12,580.83","12,653.41","12,700.28","12,545.10","1.01B","-0.57%"
"01/28/2007","12,653.49","12,487.10","12,683.93","12,459.46","1.18B","1.33%"
"01/21/2007","12,487.02","12,566.33","12,623.45","12,431.34","1.19B","-0.62%"
"01/14/2007","12,565.53","12,555.84","12,614.00","12,523.55","1.05B","0.08%"
"01/07/2007","12,556.08","12,392.01","12,561.04","12,337.37","1.19B","1.27%"
"12/31/2006","12,398.01","12,459.54","12,580.35","12,365.41","821.48M","-0.52%"
"12/24/2006","12,463.15","12,341.94","12,529.88","12,337.05","542.17M","0.97%"
"12/17/2006","12,343.22","12,446.24","12,498.47","12,341.70","994.20M","-0.82%"
"12/10/2006","12,445.52","12,306.21","12,486.30","12,252.05","1.35B","1.12%"
"12/03/2006","12,307.49","12,195.57","12,360.76","12,195.57","1.18B","0.93%"
"11/26/2006","12,194.13","12,279.13","12,279.53","12,072.60","1.25B","-0.70%"
"11/19/2006","12,280.17","12,340.71","12,361.00","12,258.86","701.00M","-0.51%"
"11/12/2006","12,342.56","12,097.70","12,342.56","12,084.81","1.22B","1.93%"
"11/05/2006","12,108.43","11,985.16","12,196.32","11,984.76","1.17B","1.02%"
"10/29/2006","11,986.04","12,089.14","12,123.96","11,965.31","1.15B","-0.86%"
"10/22/2006","12,090.26","12,001.33","12,167.02","11,971.79","1.30B","0.73%"
"10/15/2006","12,002.37","11,961.31","12,049.51","11,887.19","1.31B","0.35%"
"10/08/2006","11,960.51","11,849.56","11,960.51","11,794.17","1.25B","0.93%"
"10/01/2006","11,850.21","11,678.99","11,870.06","11,653.06","1.21B","1.47%"
"09/24/2006","11,679.07","11,509.30","11,741.99","11,486.00","1.30B","1.49%"
"09/17/2006","11,508.10","11,559.97","11,630.56","11,474.56","1.04B","-0.46%"
"09/10/2006","11,560.77","11,389.87","11,613.51","11,342.17","1.24B","1.48%"
"09/03/2006","11,392.11","11,461.83","11,488.17","11,323.84","751.28M","-0.63%"
"08/27/2006","11,464.15","11,285.33","11,476.48","11,273.49","884.49M","1.60%"
"08/20/2006","11,284.05","11,380.67","11,383.71","11,260.28","901.23M","-0.86%"
"08/13/2006","11,381.47","11,089.07","11,381.47","11,079.78","1.16B","2.65%"
"08/06/2006","11,088.03","11,239.47","11,276.29","11,042.64","991.40M","-1.36%"
"07/30/2006","11,240.35","11,218.90","11,344.17","11,083.86","1.08B","0.18%"
"07/23/2006","11,219.70","10,868.70","11,243.31","10,868.62","1.39B","3.23%"
"07/16/2006","10,868.38","10,739.35","11,038.48","10,683.32","1.65B","1.20%"
"07/09/2006","10,739.35","11,091.71","11,174.47","10,701.34","1.41B","-3.17%"
"07/02/2006","11,090.67","11,149.34","11,257.08","11,066.01","861.35M","-0.53%"
"06/25/2006","11,150.22","10,990.29","11,235.63","10,902.48","1.44B","1.47%"
"06/18/2006","10,989.09","11,014.87","11,131.73","10,907.29","1.39B","-0.23%"
"06/11/2006","11,014.55","10,892.00","11,045.20","10,698.85","1.84B","1.13%"
"06/04/2006","10,891.92","11,247.55","11,248.79","10,757.55","1.69B","-3.16%"
"05/28/2006","11,247.87","11,277.25","11,285.82","11,085.38","1.18B","-0.27%"
"05/21/2006","11,278.61","11,143.42","11,283.49","11,030.47","1.60B","1.21%"
"05/14/2006","11,144.06","11,380.43","11,460.55","11,075.22","1.83B","-2.08%"
"05/07/2006","11,380.99","11,576.37","11,670.19","11,374.74","1.50B","-1.70%"
"04/30/2006","11,577.74","11,367.78","11,586.38","11,329.44","1.75B","1.85%"
"04/23/2006","11,367.14","11,346.81","11,417.66","11,260.84","1.89B","0.17%"
"04/16/2006","11,347.45","11,137.33","11,405.88","11,039.12","1.50B","1.88%"
"04/09/2006","11,137.65","11,119.88","11,186.64","11,053.17","916.93M","0.16%"
"04/02/2006","11,120.04","11,113.00","11,269.30","11,108.02","1.27B","0.10%"
"03/26/2006","11,109.32","11,280.13","11,281.77","11,105.65","1.37B","-1.51%"
"03/19/2006","11,279.97","11,278.93","11,334.96","11,221.54","1.46B","0.00%"
"03/12/2006","11,279.65","11,067.61","11,290.07","11,056.33","1.56B","1.84%"
"03/05/2006","11,076.34","11,022.47","11,098.99","10,922.73","1.38B","0.50%"
"02/26/2006","11,021.59","11,062.81","11,132.61","10,978.61","1.50B","-0.36%"
"02/19/2006","11,061.85","11,115.48","11,159.18","11,010.22","1.13B","-0.48%"
"02/12/2006","11,115.32","10,915.21","11,131.95","10,849.89","1.48B","1.80%"
"02/05/2006","10,919.05","10,793.30","10,952.27","10,737.67","1.56B","1.16%"
"01/29/2006","10,793.62","10,908.49","10,967.57","10,779.06","1.69B","-1.04%"
"01/22/2006","10,907.21","10,668.75","10,932.34","10,666.35","1.95B","2.25%"
"01/15/2006","10,667.39","10,957.55","10,957.87","10,661.15","1.43B","-2.67%"
"01/08/2006","10,959.87","10,959.47","11,047.76","10,921.53","1.23B","0.01%"
"01/01/2006","10,959.31","10,718.30","10,968.84","10,684.45","1.12B","2.26%"
"12/25/2005","10,717.50","10,883.75","10,932.82","10,709.42","678.45M","-1.52%"
"12/18/2005","10,883.27","10,875.51","10,922.41","10,789.62","1.20B","0.07%"
"12/11/2005","10,875.59","10,778.66","10,940.34","10,735.11","1.64B","0.90%"
"12/04/2005","10,778.58","10,876.95","10,924.90","10,729.67","1.24B","-0.91%"
"11/27/2005","10,877.51","10,932.74","10,959.79","10,803.87","1.24B","-0.49%"
"11/20/2005","10,931.62","10,766.33","10,955.48","10,761.05","920.66M","1.54%"
